id,term,ontoid,ontolabel,characterr,characterstate,source
957,glenoid,,,character,"coracoid , post_glenoid process :",earlyevolutionofarchosaurs-1.xml_403305dd-d33b-4858-b168-e28462dc4c41.txt-0
958,glenoid,,,description,"without dorsomedial projection posterior to the glenoid fossa",earlyevolutionofarchosaurs-1.xml_561f53df-0f3d-4ae9-81e6-19dc408f2651_2eb8a5ee-7632-4971-ac08-fa9c1c6eff13.txt-0
959,glenoid,,,description,"with dorsomedial projection continuous with the glenoid fossa",earlyevolutionofarchosaurs-1.xml_561f53df-0f3d-4ae9-81e6-19dc408f2651_417bf48a-eaff-432c-94b8-a39ae5f2c407.txt-0
960,glenoid,,,description,"with dorsomedial projection separated from glenoid fossa by a clear concave surface",earlyevolutionofarchosaurs-1.xml_561f53df-0f3d-4ae9-81e6-19dc408f2651_b1846665-dc28-4324-9e9d-aa47f4f9a95f.txt-0
961,glenoid,,,description,"present and medial to the glenoid",earlyevolutionofarchosaurs-1.xml_6847036e-af99-4bba-9cf1-5fd7d5c5752c_67724a26-4a25-489a-9985-387675732d85.txt-0
962,glenoid,,,character,"scapula , tear_drop shaped tuber on the posterior edge , just dorsal of the glenoid fossa of the scapula :",earlyevolutionofarchosaurs-1.xml_73f9ba69-06f7-4434-887b-574b4f39c10e.txt-0
963,glenoid,,,character,"glenoid , orientation :",earlyevolutionofarchosaurs-1.xml_8bd2dcdb-15ec-4486-b573-6176e9d56c48.txt-0
964,glenoid,,,character,"coracoid , sharp ridge leading from the glenoid to anteroventral corner :",earlyevolutionofarchosaurs-1.xml_a561258f-1553-429e-aef9-6db752b20ecb.txt-0
965,glenoid,,,character,"articular , glenoid of the mandible located :",earlyevolutionofarchosaurs-1.xml_e34c4dae-dfa1-4972-b20a-79524db72f94.txt-0
966,glenoid,,,character,"glenoid proportions",Swartz_2012.xml_49affdda-e4ac-4957-9d4c-0079ff3b601d.txt-0
967,glenoid,,,character,"glenoid orientation",Swartz_2012.xml_9bd066b1-52a9-4898-832d-5eeb65dc5359.txt-0
968,glenoid,,,description,"lateral component to glenoid orientation",Swartz_2012.xml_9bd066b1-52a9-4898-832d-5eeb65dc5359_14e1d69b-ab44-4902-a90f-531af2e1e660.txt-0
969,glenoid,,,character,"glenoid position",Swartz_2012.xml_9f891100-c7dc-41b4-9948-5db2b8790b27.txt-0
970,groove,UBERON:0006846;,groove;,description,"dorsoventrally oriented groove or gap",earlyevolutionofarchosaurs-1.xml_1782d4ef-a480-49e6-b201-4141629e56e5_c1d3a3e0-89f5-465e-b221-982f7dc2861c.txt-0
971,groove,UBERON:0006846;,groove;,description,"articular surfaces with the ilium and the ischium separated by a groove or gap",earlyevolutionofarchosaurs-1.xml_21fdcfb8-78e7-478d-8f53-5845749229e9_8e4093e2-3b5c-419f-8074-84fcee7dc466.txt-0
972,groove,UBERON:0006846;,groove;,character,"dentary , anterior extent of the meckelian groove :",earlyevolutionofarchosaurs-1.xml_2b6ef830-7a14-45a7-b799-7b8dff1484c0.txt-0
973,groove,UBERON:0006846;,groove;,character,"foramen or groove passing above and into the dorsal end of the metotic foramen :",earlyevolutionofarchosaurs-1.xml_2d69b136-9bd7-4f11-8cfa-71d07d74b60f.txt-0
974,groove,UBERON:0006846;,groove;,description,"proximodistally oriented groove",earlyevolutionofarchosaurs-1.xml_3d517313-0371-4489-a24e-63afe5f8836c_9958da0a-7039-4ca3-b86d-a377d4ff4103.txt-0
975,groove,UBERON:0006846;,groove;,character,"anterior half of the dentary , position of the meckelian groove :",earlyevolutionofarchosaurs-1.xml_4091677a-3696-4c06-ad7a-28bd0e26e4aa.txt-0
976,groove,UBERON:0006846;,groove;,description,"groove separating the medial condyle from the lateral condyle",earlyevolutionofarchosaurs-1.xml_4951cd0d-0431-48c0-9c7a-e76d23e681c3_2f470a8c-b355-480d-a96d-9930ec61f4e4.txt-0
977,groove,UBERON:0006846;,groove;,description,"shallow longitudinal groove on the posterior side",earlyevolutionofarchosaurs-1.xml_62935d90-9178-4ac2-9800-f0c2d47b7107_b0ace9e5-fcef-4d1a-b476-1668697e8ae9.txt-0
978,groove,UBERON:0006846;,groove;,description,"without longitudinal groove",earlyevolutionofarchosaurs-1.xml_7a98ed05-b895-4226-9bbf-94e02a226baa_9df66602-cd11-48fd-85ea-b6a03ee3ab26.txt-0
979,groove,UBERON:0006846;,groove;,description,"with longitudinal groove",earlyevolutionofarchosaurs-1.xml_7a98ed05-b895-4226-9bbf-94e02a226baa_ac06cfd4-37ca-4c53-9a30-4fda88503439.txt-0
980,groove,UBERON:0006846;,groove;,character,"coracoid , posteroventral edge , deep groove :",earlyevolutionofarchosaurs-1.xml_b2de8cdb-a571-4f77-9c03-afb4b627d249.txt-0
981,groove,UBERON:0006846;,groove;,description,"deep groove",earlyevolutionofarchosaurs-1.xml_c575fd16-7354-4027-9f36-9631a0e38379_3cae1504-67a8-40e2-899d-52735bcf4260.txt-0
982,groove,UBERON:0006846;,groove;,description,"transverse groove that is straight",earlyevolutionofarchosaurs-1.xml_e07bd297-e115-48bd-b9f4-665fadc61999_92b67dd1-f531-4707-8881-15c3593afd61.txt-0
983,groove,UBERON:0006846;,groove;,description,"transverse groove that is curved",earlyevolutionofarchosaurs-1.xml_e07bd297-e115-48bd-b9f4-665fadc61999_f32825bc-76fe-4dd6-90a1-e39158dc0072.txt-0
984,groove,UBERON:0006846;,groove;,character,"astragalus , posterior groove :",earlyevolutionofarchosaurs-1.xml_fbba1106-5d70-42ef-a85c-243e8f2788d7.txt-0
985,groove,UBERON:0006846;,groove;,description,"denticulated field does not extend into spiracular groove",Swartz_2012.xml_51939f03-1786-45ef-8f27-975d43a1bfb8_2e7d568c-91f2-4a66-bb1d-82303221028c.txt-0
986,groove,UBERON:0006846;,groove;,description,"denticulated field extends into spiracular groove",Swartz_2012.xml_51939f03-1786-45ef-8f27-975d43a1bfb8_e4623a84-d6fa-44ba-80a5-c7581fb42c97.txt-0
987,groove,UBERON:0006846;,groove;,description,"narrow groove",Swartz_2012.xml_b1c33ccb-53ad-4f2c-83a9-67c2926a695d_26c13c7d-c8d8-4a36-83e4-b872e39c9773.txt-0
988,groove,UBERON:0006846;,groove;,character,"lateral line canal grooves",Anderson_2007.xml_9ae414ad-91e5-4ca7-ae13-827741b27050.txt-0
989,groove,UBERON:0006846;,groove;,description,"mostly enclosed , short sections of open grooves",Swartz_2012.xml_98be6e7e-4abc-43b9-81a7-812b331a65fc_c231caed-3fbd-4e0f-897e-c88828bdf4d0.txt-0
990,gular,,,character,"large median gular",Swartz_2012.xml_1796ea89-0766-451a-9fef-436c8cc38a82.txt-0
991,gular,,,character,"submandibulars and gulars",Swartz_2012.xml_7cefb878-ada3-4722-bbc1-f3daf6dc0597.txt-0
992,head,TAO:0001114,head,character,"femur , ventral to the proximal head :",earlyevolutionofarchosaurs-1.xml_0675d039-32ea-4512-b6e4-4fe04bfd111e.txt-0
993,head,TAO:0001114,head,description,"smooth transition from the femoral shaft to the head",earlyevolutionofarchosaurs-1.xml_0675d039-32ea-4512-b6e4-4fe04bfd111e_fed34223-b9d4-4f40-9bd5-cf2b3c9fb059.txt-0
994,head,TAO:0001114,head,character,"femur , medial articular surface of the head in dorsal view :",earlyevolutionofarchosaurs-1.xml_307f9a2c-264b-4332-bf5e-6c7eba670145.txt-0
995,head,TAO:0001114,head,character,"femur , femoral head in medial and lateral views :",earlyevolutionofarchosaurs-1.xml_707001c6-ca30-4ad2-b8ca-4d397411b79a.txt-0
996,head,TAO:0001114,head,character,"femur , femoral head orientation :",earlyevolutionofarchosaurs-1.xml_7dd563a7-f2c4-4fe9-adee-e43f46a92d58.txt-0
997,head,TAO:0001114,head,character,"humerus , proximal head :",earlyevolutionofarchosaurs-1.xml_8d82cb23-db62-4ce6-b07f-68895b149789.txt-0
998,head,TAO:0001114,head,description,"does not extend posterior to the head of the quadrate",earlyevolutionofarchosaurs-1.xml_be43bca0-c1fe-4d08-8741-33ffb581cba8_51d596f6-98d0-48ad-b48a-147979fe2d19.txt-0
999,head,TAO:0001114,head,description,"extends posterior to the head of the quadrate",earlyevolutionofarchosaurs-1.xml_be43bca0-c1fe-4d08-8741-33ffb581cba8_ed5a5915-03e2-4f15-b998-8a2086a7ca77.txt-0
1000,head,TAO:0001114,head,character,"femur , anterolateral side of the femoral head :",earlyevolutionofarchosaurs-1.xml_c8e5194f-5f74-4dd7-8a46-6bbe144b0b1c.txt-0
1001,head,TAO:0001114,head,character,"quadrate , dorsal head :",earlyevolutionofarchosaurs-1.xml_dd0bbd2a-aa2e-40fb-a887-e5341637b739.txt-0
1002,head,TAO:0001114,head,character,"quadrate , head :",earlyevolutionofarchosaurs-1.xml_ea943342-4f9a-4906-8d42-53696718166e.txt-0
1003,head,TAO:0001114,head,character,"femur , posterolateral portion of the head :",earlyevolutionofarchosaurs-1.xml_ef637248-4730-445c-b1ed-a67d6eb6817f.txt-0
1004,head,TAO:0001114,head,character,"costal process at rib head",Anderson_2007.xml_21a1af97-52d3-4fe0-8f39-e63c89c31b83.txt-0
1005,horn,UBERON:0006967;,horn;,character,"squamosal forms base of tabular horn",Anderson_2007.xml_6e32d20f-c2f5-44a7-8357-5886995db0b7.txt-0
1006,horn,UBERON:0006967;,horn;,character,"tabular horns",Anderson_2007.xml_00b1e1ff-1785-4e5a-8db6-60e6be4d5c24.txt-0
1007,horn,UBERON:0006967;,horn;,character,"tabular horns",Anderson_2007.xml_634175c6-4776-4f3b-ad3b-eb2bb182c7e0.txt-0
1008,humerus,UBERON:0000976;,humerus;,description,"caput humeri convex",Swartz_2012.xml_54bec2f1-a90b-45f6-ae7b-cace08017273_72aa4646-86f4-4e69-98f6-f5a5e623c710.txt-0
1009,humerus,UBERON:0000976;,humerus;,description,"caput humeri concave",Swartz_2012.xml_54bec2f1-a90b-45f6-ae7b-cace08017273_fb441ef2-2a5c-44fa-a199-ba410670f21a.txt-0
1010,humerus,UBERON:0000976;,humerus;,description,"adjacent to the caput humeri",Swartz_2012.xml_c7f18132-1097-4825-bdc2-c7cc71e1ad2b_9dfdc8f2-a1e3-47d6-8317-5ec5f22557ff.txt-0
1011,humerus,UBERON:0000976;,humerus;,character,"humerus , distal end width :",earlyevolutionofarchosaurs-1.xml_48b9fdfd-bdea-4c11-8636-ede76cd174ac.txt-0
1012,humerus,UBERON:0000976;,humerus;,description,"greater than 30 % of humerus length",earlyevolutionofarchosaurs-1.xml_48b9fdfd-bdea-4c11-8636-ede76cd174ac_52c68c56-cc64-46f4-a240-07b3f2d97c48.txt-0
1013,humerus,UBERON:0000976;,humerus;,description,"narrower or equal to 30 % of humerus length",earlyevolutionofarchosaurs-1.xml_48b9fdfd-bdea-4c11-8636-ede76cd174ac_fee7fc28-d754-4599-8953-6c69ea8247fb.txt-0
1014,humerus,UBERON:0000976;,humerus;,description,"longer than 80 % of humerus length",earlyevolutionofarchosaurs-1.xml_4d080523-c6c2-48c6-aef9-6e7b93ba20ca_28a1ecc0-34f5-4acd-81c5-89092ade8e4b.txt-0
1015,humerus,UBERON:0000976;,humerus;,description,"shorter than 80 % of humerus length",earlyevolutionofarchosaurs-1.xml_4d080523-c6c2-48c6-aef9-6e7b93ba20ca_e86f51d2-3f37-4f67-9008-12f6d91673eb.txt-0
1016,humerus,UBERON:0000976;,humerus;,character,"humerus , length :",earlyevolutionofarchosaurs-1.xml_6d962ac6-731a-4bda-b460-93c1431b7c25.txt-0
1017,humerus,UBERON:0000976;,humerus;,character,"humerus , proximal head :",earlyevolutionofarchosaurs-1.xml_8d82cb23-db62-4ce6-b07f-68895b149789.txt-0
1018,humerus,UBERON:0000976;,humerus;,character,"humerus , proximal portion :",earlyevolutionofarchosaurs-1.xml_bfc965fa-30b7-44b6-a063-27e45a7d5d93.txt-0
1019,humerus,UBERON:0000976;,humerus;,description,"expanded more than twice the width of the midshaft of the humerus",earlyevolutionofarchosaurs-1.xml_bfc965fa-30b7-44b6-a063-27e45a7d5d93_3e73e1a2-8af4-432f-8012-57f40aeaf053.txt-0
1020,humerus,UBERON:0000976;,humerus;,description,"expanded less than twice the width of the midshaft of the humerus",earlyevolutionofarchosaurs-1.xml_bfc965fa-30b7-44b6-a063-27e45a7d5d93_41410c1b-3f6b-4d4e-a923-b350b449be93.txt-0
1021,humerus,UBERON:0000976;,humerus;,description,"more than 0 . 3 but less than 0 . 4 of the total length of humerus plus radius",earlyevolutionofarchosaurs-1.xml_d4deed92-ebde-499d-96bd-f54c46a05c51_551b6205-15a4-4b13-8d91-31a3e3fb3d45.txt-0
1022,humerus,UBERON:0000976;,humerus;,description,"accounts for less than 0 . 3 of the total length of humerus plus radius",earlyevolutionofarchosaurs-1.xml_d4deed92-ebde-499d-96bd-f54c46a05c51_81937e4f-014d-497b-9f83-510872dccfc3.txt-0
1023,humerus,UBERON:0000976;,humerus;,description,"more than 0 . 4 of the total length of humerus plus radius",earlyevolutionofarchosaurs-1.xml_d4deed92-ebde-499d-96bd-f54c46a05c51_89a8c8aa-5b53-479d-ab08-34d35e30456c.txt-0
1024,humerus,UBERON:0000976;,humerus;,description,"more than 75 percent of humerus length",earlyevolutionofarchosaurs-1.xml_d6cfe302-7eec-441f-9d56-8da5ec84bd21_7ba8a679-7b5f-4114-9afc-c09a13820f58.txt-0
1025,humerus,UBERON:0000976;,humerus;,description,"less than 75 percent of humerus length",earlyevolutionofarchosaurs-1.xml_d6cfe302-7eec-441f-9d56-8da5ec84bd21_d9baa120-78ca-49c2-8912-1ddd3983ea28.txt-0
1026,humerus,UBERON:0000976;,humerus;,character,"humerus , apex of deltopectoral crest situated at a point corresponding to :",earlyevolutionofarchosaurs-1.xml_dc8b3c59-235c-432d-a291-a09d48ccaa7a.txt-0
1027,humerus,UBERON:0000976;,humerus;,description,"less than 30 % down the length of the humerus",earlyevolutionofarchosaurs-1.xml_dc8b3c59-235c-432d-a291-a09d48ccaa7a_851df10a-d0fa-4ed9-aa8d-161049ea9ef2.txt-0
1028,humerus,UBERON:0000976;,humerus;,description,"more than 30 % down the length of the humerus",earlyevolutionofarchosaurs-1.xml_dc8b3c59-235c-432d-a291-a09d48ccaa7a_c119a279-4ad0-48da-9149-dd1abbb2c065.txt-0
1029,humerus,UBERON:0000976;,humerus;,character,"humerus , proximal articular surface :",earlyevolutionofarchosaurs-1.xml_ddbc9dc5-f2f1-4f5d-9180-8c30d9619ffc.txt-0
1030,humerus,UBERON:0000976;,humerus;,character,"humerus , ectepicondylar flange :",earlyevolutionofarchosaurs-1.xml_f05bb37b-fb43-41fb-b776-4c0a5b25672d.txt-0
1031,humerus,UBERON:0000976;,humerus;,character,"humerus length",Anderson_2007.xml_5e2a2f5d-3f2d-4407-9c9d-e68c3fe23b8c.txt-0
1032,humerus,UBERON:0000976;,humerus;,character,"humerus radius ratio",Anderson_2007.xml_7c15249b-2e3b-4bac-8412-185aa1690aa1.txt-0
1033,humerus,UBERON:0000976;,humerus;,character,"torsion in humerus",Anderson_2007.xml_b15356d9-9f39-458f-a40e-8f70a7d2e865.txt-0
1034,humerus,UBERON:0000976;,humerus;,description,"longer than humerus",Swartz_2012.xml_13e9d734-cb86-4c6d-9f05-9336b9d52cee_1841e7fb-2834-4565-8b41-e3c6297806d9.txt-0
1035,humerus,UBERON:0000976;,humerus;,description,"shorter than humerus",Swartz_2012.xml_13e9d734-cb86-4c6d-9f05-9336b9d52cee_867a4d1c-eb52-4125-9a48-a735fead7651.txt-0
1036,humerus,UBERON:0000976;,humerus;,character,"body of humerus",Swartz_2012.xml_187d779a-798a-4a43-b00b-644ae5d6a319.txt-0
1037,humerus,UBERON:0000976;,humerus;,description,"offset distally toward the proximodistal mid_region of anterior margin of humerus",Swartz_2012.xml_c7f18132-1097-4825-bdc2-c7cc71e1ad2b_3eda10cf-1d72-4f75-b9f2-38d4b9a4f874.txt-0
1038,humerus,UBERON:0000976;,humerus;,character,humerus,Swartz_2012.xml_dd5ee5ee-87e5-4f96-93e8-67dce6a457e3.txt-0
1039,humerus,UBERON:0000976;,humerus;,character,"deltoid and supinator process on humerus",Swartz_2012.xml_f234c952-9073-4349-9e84-0a3194de8c05.txt-0
1040,hyoid,UBERON:0011611;UBERON:0001685;UBERON:3000666;UBERON:3000673;,"ceratohyal bone;hyoid bone;ceratohyal;posteromedial process;",character,"ossified hyoids",Anderson_2007.xml_2ccde52f-0677-4e47-93d3-437421f2236a.txt-0
1041,hyomandibula,TAO:0000672,hyomandibula,character,"hyomandibula orientation",Swartz_2012.xml_960dee2d-db9f-4021-86c6-6116ab442e73.txt-0
1042,hyomandibular,UBERON:0011606;UBERON:2000672;,"hyomandibular bone;hyomandibula;",character,"otic capsule lateral commissure bearing hyomandibular facets",Swartz_2012.xml_356d11bf-d5a7-4fc9-8e20-7c28fa2f8558.txt-0
1043,hyomandibular,UBERON:0011606;UBERON:2000672;,"hyomandibular bone;hyomandibula;",character,"relative positions of the hyomandibular facets",Swartz_2012.xml_b83725fd-bc3e-4b57-9ae9-d82e165da86d.txt-0
1044,hypapophyse,,,character,"middle cervical vertebrae , hypapophyses :",earlyevolutionofarchosaurs-1.xml_14169ca6-08f3-4b85-874a-12459e7745ab.txt-0
1045,hypoglossal,,,description,"with clear crest lying anterior to both external foramina for hypoglossal nerve",earlyevolutionofarchosaurs-1.xml_050aafd7-93a8-4d55-b1f0-32876dff6155_a4a46d6b-99d7-4512-8521-73852d099772.txt-0
1046,hypoglossal,,,description,"with clear crest present anterior to the more posterior external foramina for hypoglossal nerve",earlyevolutionofarchosaurs-1.xml_050aafd7-93a8-4d55-b1f0-32876dff6155_c42d7b2e-8eca-4a2e-998e-c2e2759e8a59.txt-0
1047,hypoglossal,,,character,"exoccipital , relative positions of the exits of the hypoglossal nerve :",earlyevolutionofarchosaurs-1.xml_9f228ed3-d1b5-4566-a7dc-872b147f0b9a.txt-0
1048,hypophysial,,,character,"hypophysial region",Swartz_2012.xml_c4583955-0364-47a6-b346-91f8cf9efab7.txt-0
1049,hyposphene-hypantrum,,,description,"posterior cervical and / or dorsal vertebrae , hyposphene_hypantrum accessory intervertebral articulations :",earlyevolutionofarchosaurs-1.xml_ba926a3f-3a58-44d1-87a9-6d35f1f947b3_4fa26e43-6af0-4aff-8b3b-e91678affd3e.txt-0
1050,iliac,,,description,"markedly longer than the dorsal margin of iliac blade",earlyevolutionofarchosaurs-1.xml_2c208cc8-2355-4761-8196-fd6806195e47_0f6956d9-bf1b-4379-b3e7-48aad5d05734.txt-0
1051,iliac,,,description,"about the same length or shorter than the dorsal margin of the iliac blade",earlyevolutionofarchosaurs-1.xml_2c208cc8-2355-4761-8196-fd6806195e47_3108e943-d523-4f68-8a4a-1a94143cc56a.txt-0
1052,iliac,,,character,"iliac blade",Anderson_2007.xml_043eca46-6ada-412c-b990-804ae185950e.txt-0
1053,iliac,,,character,"ilium , iliac canal",Swartz_2012.xml_9bb78670-96b4-4b59-bd4a-51c6d0e39a7b.txt-0
1054,iliofibulari,,,character,"fibula , attachment site for the m . iliofibularis , form :",earlyevolutionofarchosaurs-1.xml_28d87c0d-7203-442f-a78d-d416324d32ac.txt-0
1055,iliofibulari,,,character,"fibula , attachment site for the m . iliofibularis , location :",earlyevolutionofarchosaurs-1.xml_e72eb395-777d-4c1d-b2ee-66837878c1ad.txt-0
1056,ilium,UBERON:0001273;,ilium;,character,"ilium , crest dorsal to the supra_acetabular crest",earlyevolutionofarchosaurs-1.xml_0119909b-b258-4b6f-8a3b-3e89b2f935aa.txt-0
1057,ilium,UBERON:0001273;,ilium;,description,"ilium , crest dorsal to the supra_acetabular crest / rim :",earlyevolutionofarchosaurs-1.xml_0119909b-b258-4b6f-8a3b-3e89b2f935aa_0c1914c3-2289-4083-9b6a-2fcd1e059e71.txt-0
1058,ilium,UBERON:0001273;,ilium;,description,"confluent with anterior extent of the anterior process of the ilium",earlyevolutionofarchosaurs-1.xml_0119909b-b258-4b6f-8a3b-3e89b2f935aa_76d78726-759b-46f7-a1f3-8a14cb65e75c.txt-0
1059,ilium,UBERON:0001273;,ilium;,character,"ilium , ischiadic peduncle orientation :",earlyevolutionofarchosaurs-1.xml_11562fc3-f8cd-4210-baa9-e15e4ab0d504.txt-0
1060,ilium,UBERON:0001273;,ilium;,character,"ilium , dorsal margin dorsal to the supra_acetabular rim :",earlyevolutionofarchosaurs-1.xml_1abd9d25-d1c4-452c-a999-d395485d6bfc.txt-0
1061,ilium,UBERON:0001273;,ilium;,character,"ilium , anterior process :",earlyevolutionofarchosaurs-1.xml_1acc5962-b11e-484d-a904-3f7f417b3360.txt-0
1062,ilium,UBERON:0001273;,ilium;,description,"long and extends anterior to the acetabulum but shorter than the posterior process of the ilium",earlyevolutionofarchosaurs-1.xml_1acc5962-b11e-484d-a904-3f7f417b3360_2970eebd-33ad-488f-8a7a-5648aa625dd3.txt-0
1063,ilium,UBERON:0001273;,ilium;,description,"sub_equal or longer than the posterior process of the ilium",earlyevolutionofarchosaurs-1.xml_1acc5962-b11e-484d-a904-3f7f417b3360_d45386ae-ac7e-4480-84d0-7c4ab974c083.txt-0
1064,ilium,UBERON:0001273;,ilium;,description,"articular surfaces with the ilium and the ischium separated by a groove or gap",earlyevolutionofarchosaurs-1.xml_21fdcfb8-78e7-478d-8f53-5845749229e9_8e4093e2-3b5c-419f-8074-84fcee7dc466.txt-0
1065,ilium,UBERON:0001273;,ilium;,description,"articular surfaces with the ilium and the ischium continuous",earlyevolutionofarchosaurs-1.xml_21fdcfb8-78e7-478d-8f53-5845749229e9_fb6372c5-e108-470a-a368-bec1206d343c.txt-0
1066,ilium,UBERON:0001273;,ilium;,character,"ilium , supra_acetabular crest :",earlyevolutionofarchosaurs-1.xml_55019252-34be-40c4-88bc-5a77d7f4150d.txt-0
1067,ilium,UBERON:0001273;,ilium;,character,"ilium , crest dorsal to the supra_acetabular crest :",earlyevolutionofarchosaurs-1.xml_6f05616d-bd1d-42da-a452-e69f3dc667cb.txt-0
1068,ilium,UBERON:0001273;,ilium;,character,"ilium , ventral margin of the acetabulum :",earlyevolutionofarchosaurs-1.xml_70413ade-dcf4-4258-9d6d-b6a7844a20bc.txt-0
