characterr,sentence,entityontoid,entitylabel,qualityontoid,qualitylabel
Dentary,lower surface of dentary posterior to symphysis without any conspicuous notch,BSPO:0000684^OBO_REL:part_of(TAO:0000191)^BSPO:0000099(TAO:0001851),"ventral margin(part_of(dentary), posterior_to(mandibular symphysis))",PATO:0000052,shape
Region of mesethmoid-vomer joint,medial portion of joint between mesethmoid and vomer flat or traversed by a midsagittal osseous or cartilaginous crest,BSPO:0000083^OBO_REL:part_of(TAO:0001680),medial region(part_of(mesethmoid-vomer joint)),PATO:0000141,structure
Region of mesethmoid-vomer joint,medial portion of joint between mesethmoid and vomer flat or traversed by a midsagittal osseous or cartilaginous crest,BSPO:0000083^OBO_REL:part_of(TAO:0001680),medial region(part_of(mesethmoid-vomer joint)),PATO:0000141,structure
Region of mesethmoid-vomer joint,medial portion of joint between mesethmoid and vomer flat or traversed by a midsagittal osseous or cartilaginous crest,BSPO:0000083^OBO_REL:part_of(TAO:0001680),medial region(part_of(mesethmoid-vomer joint)),PATO:0000407,flat
Region of mesethmoid-vomer joint,medial portion of joint between mesethmoid and vomer flat or traversed by a midsagittal osseous or cartilaginous crest,BSPO:0000083^OBO_REL:part_of(TAO:0001680),medial region(part_of(mesethmoid-vomer joint)),PATO:0000407,flat
Posterior margin of cleithrum,margin of cleithrum near pectoral-fin base convex or only slightly sinuous,BSPO:0000672^OBO_REL:part_of(TAO:0000184),posterior margin(part_of(cleithrum)),PATO:0001355,convex
Posterior margin of cleithrum,margin of cleithrum near pectoral-fin base convex or only slightly sinuous,BSPO:0000672^OBO_REL:part_of(TAO:0000184),posterior margin(part_of(cleithrum)),PATO:0001355,convex
Posterior margin of cleithrum,margin of cleithrum near pectoral-fin base convex or only slightly sinuous,BSPO:0000672^OBO_REL:part_of(TAO:0000184),posterior margin(part_of(cleithrum)),PATO:0001989,sinuous
Posterior margin of cleithrum,margin of cleithrum near pectoral-fin base convex or only slightly sinuous,BSPO:0000672^OBO_REL:part_of(TAO:0000184),posterior margin(part_of(cleithrum)),PATO:0001989,sinuous
Posterior margin of cleithrum,"margin of cleithrum notched at base of pectoral fin, with the ventral margin of the notch forming a distinct process",BSPO:0000672^OBO_REL:part_of(TAO:0000184),posterior margin(part_of(cleithrum)),PATO:0001495,notched
Posterior margin of cleithrum,"margin of cleithrum notched at base of pectoral fin, with the ventral margin of the notch forming a distinct process",BSPO:0000672^OBO_REL:part_of(TAO:0000184),posterior margin(part_of(cleithrum)),PATO:0001495,notched
Pelvic bone,anteriorly bifid,BSPO:0000071^OBO_REL:part_of(TAO:0000623),anterior region(part_of(basipterygium)),PATO:0001572,bifid
Pelvic bone,anteriorly bifid,BSPO:0000071^OBO_REL:part_of(TAO:0000623),anterior region(part_of(basipterygium)),PATO:0001572,bifid
Pelvic bone,not bifid anteriorly,BSPO:0000071^OBO_REL:part_of(TAO:0000623),anterior region(part_of(basipterygium)),PATO:0000414,unbranched
Pelvic bone,not bifid anteriorly,BSPO:0000071^OBO_REL:part_of(TAO:0000623),anterior region(part_of(basipterygium)),PATO:0000414,unbranched
Lower margin of maxilla,lower margin of maxilla sigmoidally curved and bent distally,BSPO:0000684^OBO_REL:part_of(TAO:0000270),ventral margin(part_of(maxilla)),PATO:0000617,bent
Lower margin of maxilla,lower margin of maxilla sigmoidally curved and bent distally,BSPO:0000684^OBO_REL:part_of(TAO:0000270),ventral margin(part_of(maxilla)),PATO:0000617,bent
Lower margin of maxilla,lower margin of maxilla sigmoidally curved and bent distally,BSPO:0000684^OBO_REL:part_of(TAO:0000270),ventral margin(part_of(maxilla)),PATO:0001878,sigmoid
Lower margin of maxilla,lower margin of maxilla sigmoidally curved and bent distally,BSPO:0000684^OBO_REL:part_of(TAO:0000270),ventral margin(part_of(maxilla)),PATO:0001878,sigmoid
Lower margin of maxilla,lower margin of maxilla straight or gently curved,BSPO:0000684^OBO_REL:part_of(TAO:0000270),ventral margin(part_of(maxilla)),PATO:0000406,curved
Lower margin of maxilla,lower margin of maxilla straight or gently curved,BSPO:0000684^OBO_REL:part_of(TAO:0000270),ventral margin(part_of(maxilla)),PATO:0000406,curved
Lower margin of maxilla,lower margin of maxilla straight or gently curved,BSPO:0000684^OBO_REL:part_of(TAO:0000270),ventral margin(part_of(maxilla)),PATO:0002180,straight
Lower margin of maxilla,lower margin of maxilla straight or gently curved,BSPO:0000684^OBO_REL:part_of(TAO:0000270),ventral margin(part_of(maxilla)),PATO:0002180,straight
Origin of dorsal fin,origin of dorsal behind pelvic insertion,BSPO:0000071^OBO_REL:part_of(TAO:0001173),anterior region(part_of(dorsal fin)),PATO:0001633,posterior to
Origin of dorsal fin,origin of dorsal fin ahead of insertion of pelvic fins,BSPO:0000071^OBO_REL:part_of(TAO:0001173),anterior region(part_of(dorsal fin)),PATO:0001632,anterior to
Tips of forked pelvic bone,tips of forked pelvic bone juxtaposed,BSPO:0000071^OBO_REL:part_of(TAO:0000623),anterior region(part_of(basipterygium)),PATO:0000052,shape
Tips of forked pelvic bone,tips of forked pelvic bone juxtaposed,BSPO:0000071^OBO_REL:part_of(TAO:0000623),anterior region(part_of(basipterygium)),PATO:0000052,shape
Tips of forked pelvic bone,tips of forked pelvic bone spread apart,BSPO:0000071^OBO_REL:part_of(TAO:0000623),anterior region(part_of(basipterygium)),PATO:0000052,shape
Tips of forked pelvic bone,tips of forked pelvic bone spread apart,BSPO:0000071^OBO_REL:part_of(TAO:0000623),anterior region(part_of(basipterygium)),PATO:0000052,shape
Crest or blade of the neural complex,crest of neural complex divided dorsally (forked),BSPO:0000079^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0001363)),dorsal region(part_of(process(part_of(neural complex)))),PATO:0001786,split
Crest or blade of the neural complex,crest of neural complex divided dorsally (forked),BSPO:0000079^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0001363)),dorsal region(part_of(process(part_of(neural complex)))),PATO:0001786,split
Crest or blade of the neural complex,"crest or blade of the neural complex simple, not divided dorsally",BSPO:0000079^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0001363)),dorsal region(part_of(process(part_of(neural complex)))),PATO:0002034,undivided
Crest or blade of the neural complex,"crest or blade of the neural complex simple, not divided dorsally",BSPO:0000079^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0001363)),dorsal region(part_of(process(part_of(neural complex)))),PATO:0002034,undivided
Anterior extension of two pelvic-fin bases,anterior extension of two pelvic fins to the isthmus,BSPO:0000071^OBO_REL:part_of(TAO:0001184),anterior region(part_of(pelvic fin)),PATO:0000140,position
Anterior extension of two pelvic-fin bases,no anterior extension of two pelvic fins,BSPO:0000071^OBO_REL:part_of(TAO:0001184),anterior region(part_of(pelvic fin)),PATO:0000140,position
Shape of the dorsal margin of cranium in orbital region,almost straight,BSPO:0000679^OBO_REL:part_of(TAO:0000737),dorsal margin(part_of(cranium)),PATO:0002180,straight
Shape of the dorsal margin of cranium in orbital region,almost straight,BSPO:0000679^OBO_REL:part_of(TAO:0000737),dorsal margin(part_of(cranium)),PATO:0002180,straight
Shape of the dorsal margin of cranium in orbital region,convex,BSPO:0000679^OBO_REL:part_of(TAO:0000737),dorsal margin(part_of(cranium)),PATO:0001355,convex
Shape of the dorsal margin of cranium in orbital region,convex,BSPO:0000679^OBO_REL:part_of(TAO:0000737),dorsal margin(part_of(cranium)),PATO:0001355,convex
Anterior extension of dorsal fin,behind the nostrils,BSPO:0000071^OBO_REL:part_of(TAO:0001173),anterior region(part_of(dorsal fin)),PATO:0001633,posterior to
Anterior extension of dorsal fin,in front of the nostrils,BSPO:0000071^OBO_REL:part_of(TAO:0001173),anterior region(part_of(dorsal fin)),PATO:0001632,anterior to
Ventral margin of foramen magnum,basioccipital forming part of ventral margin of foramen magnum,BSPO:0000684^OBO_REL:part_of(TAO:0002045),ventral margin(part_of(foramen magnum)),PATO:0000141,structure
Ventral margin of foramen magnum,basioccipital forming part of ventral margin of foramen magnum,BSPO:0000684^OBO_REL:part_of(TAO:0002045),ventral margin(part_of(foramen magnum)),PATO:0000141,structure
Ventral margin of foramen magnum,exoccipitals forming ventral margin of foramen magnum,BSPO:0000684^OBO_REL:part_of(TAO:0002045),ventral margin(part_of(foramen magnum)),PATO:0000141,structure
Ventral margin of foramen magnum,exoccipitals forming ventral margin of foramen magnum,BSPO:0000684^OBO_REL:part_of(TAO:0002045),ventral margin(part_of(foramen magnum)),PATO:0000141,structure
Third hypural,"expanded posteriorly, leaving no gap or notch between second and third hypurals",BSPO:0000672^OBO_REL:part_of(TAO:0001562),posterior margin(part_of(hypural 3)),PATO:0000140,position
Third hypural,"not expanded posteriorly, leaving a gap or notch between second and third hypurals",BSPO:0000672^OBO_REL:part_of(TAO:0001562),posterior margin(part_of(hypural 3)),PATO:0000140,position
Lateral depression situated in posterodorsal portion of hyomandibula,"laterodorsal portion of hyomandibula enlarged, fan-shaped with often-gently curved margin, and depressed laterally",BSPO:0000080^OBO_REL:part_of(TAO:0000672),dorso-lateral region(part_of(hyomandibula)),PATO:0000052,shape
Lateral depression situated in posterodorsal portion of hyomandibula,"laterodorsal portion of hyomandibula enlarged, fan-shaped with often-gently curved margin, and depressed laterally",BSPO:0000080^OBO_REL:part_of(TAO:0000672),dorso-lateral region(part_of(hyomandibula)),PATO:0000052,shape
Lateral depression situated in posterodorsal portion of hyomandibula,"laterodorsal portion of hyomandibula enlarged, fan-shaped with often-gently curved margin, and depressed laterally",BSPO:0000080^OBO_REL:part_of(TAO:0000672),dorso-lateral region(part_of(hyomandibula)),PATO:0000586,increased size
Lateral depression situated in posterodorsal portion of hyomandibula,"laterodorsal portion of hyomandibula enlarged, fan-shaped with often-gently curved margin, and depressed laterally",BSPO:0000080^OBO_REL:part_of(TAO:0000672),dorso-lateral region(part_of(hyomandibula)),PATO:0000586,increased size
Lateral depression situated in posterodorsal portion of hyomandibula,"laterodorsal portion of hyomandibula enlarged, fan-shaped with often-gently curved margin, and depressed laterally",BSPO:0000680^OBO_REL:part_of(TAO:0000672),dorso-lateral margin(part_of(hyomandibula)),PATO:0000406,curved
Lateral depression situated in posterodorsal portion of hyomandibula,"laterodorsal portion of hyomandibula enlarged, fan-shaped with often-gently curved margin, and depressed laterally",BSPO:0000680^OBO_REL:part_of(TAO:0000672),dorso-lateral margin(part_of(hyomandibula)),PATO:0000406,curved
Lateral depression situated in posterodorsal portion of hyomandibula,"laterodorsal portion of hyomandibula very small, irregular in shape",BSPO:0000080^OBO_REL:part_of(TAO:0000672),dorso-lateral region(part_of(hyomandibula)),PATO:0000052,shape
Lateral depression situated in posterodorsal portion of hyomandibula,"laterodorsal portion of hyomandibula very small, irregular in shape",BSPO:0000080^OBO_REL:part_of(TAO:0000672),dorso-lateral region(part_of(hyomandibula)),PATO:0000052,shape
Lateral depression situated in posterodorsal portion of hyomandibula,"laterodorsal portion of hyomandibula very small, irregular in shape",BSPO:0000080^OBO_REL:part_of(TAO:0000672),dorso-lateral region(part_of(hyomandibula)),PATO:0000587,decreased size
Lateral depression situated in posterodorsal portion of hyomandibula,"laterodorsal portion of hyomandibula very small, irregular in shape",BSPO:0000080^OBO_REL:part_of(TAO:0000672),dorso-lateral region(part_of(hyomandibula)),PATO:0000587,decreased size
Forms of interopercle and its spatial relationship with opercle,"anterodorsal extension of interopercle elongate and dorsally runs alongside (sometimes slightly overlaps) convex ventroanterior margin of opercle in perfect match. Thus, without large space between interopercle and opercle",BSPO:0000026^OBO_REL:part_of(TAO:0000674),antero-dorsal region(part_of(interopercle)),PATO:0000573,increased length
Forms of interopercle and its spatial relationship with opercle,"anterodorsal extension of interopercle elongate and dorsally runs alongside (sometimes slightly overlaps) convex ventroanterior margin of opercle in perfect match. Thus, without large space between interopercle and opercle",BSPO:0000026^OBO_REL:part_of(TAO:0000674),antero-dorsal region(part_of(interopercle)),PATO:0000573,increased length
Forms of interopercle and its spatial relationship with opercle,"interopercle nearly triangular without elongate anterodorsal extension and concave dorsal margin of interopercle without perfectly fitting to convex ventroanterior margin of opercle. Rather, with wedge space between interopercle and opercle",BSPO:0000026^OBO_REL:part_of(TAO:0000674),antero-dorsal region(part_of(interopercle)),PATO:0000574,decreased length
Forms of interopercle and its spatial relationship with opercle,"interopercle nearly triangular without elongate anterodorsal extension and concave dorsal margin of interopercle without perfectly fitting to convex ventroanterior margin of opercle. Rather, with wedge space between interopercle and opercle",BSPO:0000026^OBO_REL:part_of(TAO:0000674),antero-dorsal region(part_of(interopercle)),PATO:0000574,decreased length
Anterior portion of first dorsal pterygiophore,"anterior portion of bone not laterally expanded, without dorsal depression",BSPO:0000071^OBO_REL:part_of(TAO:0001419),anterior region(part_of(dorsal fin pterygiophore)),PATO:0000117,size
Anterior portion of first dorsal pterygiophore,"anterior portion of bone not laterally expanded, without dorsal depression",BSPO:0000071^OBO_REL:part_of(TAO:0001419),anterior region(part_of(dorsal fin pterygiophore)),PATO:0000117,size
Anterior portion of first dorsal pterygiophore,"anterior portion of transverse lamina of first dorsal pterygiophore laterally expanded, nearly rounded, with short midline process, with oval dorsal depression",BSPO:0000071^OBO_REL:part_of(TAO:0001419),anterior region(part_of(dorsal fin pterygiophore)),PATO:0000117,size
Anterior portion of first dorsal pterygiophore,"anterior portion of transverse lamina of first dorsal pterygiophore laterally expanded, nearly rounded, with short midline process, with oval dorsal depression",BSPO:0000071^OBO_REL:part_of(TAO:0001419),anterior region(part_of(dorsal fin pterygiophore)),PATO:0000117,size
Fifth (first post-Weberian) vertebra,parapophysis cuplike with rib head reduced and rounded,BSPO:0000077^OBO_REL:part_of(TAO:0001751),proximal region(part_of(rib of vertebra 5)),PATO:0000411,round
Fifth (first post-Weberian) vertebra,parapophysis cuplike with rib head reduced and rounded,BSPO:0000077^OBO_REL:part_of(TAO:0001751),proximal region(part_of(rib of vertebra 5)),PATO:0000411,round
Fifth (first post-Weberian) vertebra,parapophysis cuplike with rib head reduced and rounded,BSPO:0000077^OBO_REL:part_of(TAO:0001751),proximal region(part_of(rib of vertebra 5)),PATO:0000587,decreased size
Fifth (first post-Weberian) vertebra,parapophysis cuplike with rib head reduced and rounded,BSPO:0000077^OBO_REL:part_of(TAO:0001751),proximal region(part_of(rib of vertebra 5)),PATO:0000587,decreased size
Anterior coracoid,broad,BSPO:0000071^OBO_REL:part_of(TAO:0000332),anterior region(part_of(coracoid)),PATO:0000600,increased width
